created,id,option__id,option__key,option__value,option__vote,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,vote__category,vote__category_label,vote__chamber,vote__chamber_label,vote__congress,vote__created,vote__id,vote__link,vote__missing_data,vote__number,vote__question,vote__question_details,vote__related_amendment,vote__related_bill,vote__required,vote__result,vote__session,vote__source,vote__source_label,vote__total_minus,vote__total_other,vote__total_plus,vote__vote_type,voter_type,voter_type_label
2013-09-29T00:16:00,29862668,436877,+,Yea,113830,P000601,2/21/70,61886,Steven,male,Male,412443,Palazzo,https://www.govtrack.us/congress/members/steven_palazzo/412443,M.,Rep. Steven Palazzo [R-MS4],,,N00031958,69521,"Palazzo, Steven (Rep.) [R-MS4]",congpalazzo,CongressmanPalazzo,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862603,436877,+,Yea,113830,H001053,10/13/60,95050,Vicky,female,Female,412444,Hartzler,https://www.govtrack.us/congress/members/vicky_hartzler/412444,,Rep. Vicky Hartzler [R-MO4],,,N00031005,8783,"Hartzler, Vicky (Rep.) [R-MO4]",RepHartzler,repvickyhartzler,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862636,436877,+,Yea,113830,L000576,8/11/55,61880,Billy,male,Male,412445,Long,https://www.govtrack.us/congress/members/billy_long/412445,,Rep. Billy Long [R-MO7],,,N00030676,123401,"Long, Billy (Rep.) [R-MO7]",,MOdistrict7,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862605,436877,+,Yea,113830,H001055,10/30/61,62662,Joseph,male,Male,412446,Heck,https://www.govtrack.us/congress/members/joseph_heck/412446,J.,Rep. Joseph Heck [R-NV3],,,N00031244,44082,"Heck, Joseph (Rep.) [R-NV3]",RepJoeHeck,repjoeheck,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862699,436877,+,Yea,113830,R000594,11/27/73,61904,Jon,male,Male,412449,Runyan,https://www.govtrack.us/congress/members/jon_runyan/412449,,Rep. Jon Runyan [R-NJ3],,,N00031988,121117,"Runyan, Jon (Rep.) [R-NJ3]",RepJonRunyan,RepRunyan,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862598,436877,+,Yea,113830,G000569,2/7/70,62667,Michael,male,Male,412451,Grimm,https://www.govtrack.us/congress/members/michael_grimm/412451,G.,Rep. Michael Grimm [R-NY11],,,N00031401,127075,"Grimm, Michael (Rep.) [R-NY11]",repmichaelgrimm,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862815,436878,-,Nay,113830,G000564,5/13/64,1033827,Christopher,male,Male,412453,Gibson,https://www.govtrack.us/congress/members/christopher_gibson/412453,P.,Rep. Christopher Gibson [R-NY19],,,N00031998,127042,"Gibson, Christopher (Rep.) [R-NY19]",RepChrisGibson,repchrisgibson,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862823,436878,-,Nay,113830,H001051,1/25/51,61702,Richard,male,Male,412454,Hanna,https://www.govtrack.us/congress/members/richard_hanna/412454,L.,Rep. Richard Hanna [R-NY22],,,N00030197,110344,"Hanna, Richard (Rep.) [R-NY22]",RepRichardHanna,reprichardhanna,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862572,436877,+,Yea,113830,E000291,2/9/64,1033793,Renee,female,Female,412457,Ellmers,https://www.govtrack.us/congress/members/renee_ellmers/412457,L.,Rep. Renee Ellmers [R-NC2],,,N00031513,120897,"Ellmers, Renee (Rep.) [R-NC2]",RepReneeEllmers,repreneeellmers,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862617,436877,+,Yea,113830,J000292,11/10/54,623472,Bill,male,Male,412460,Johnson,https://www.govtrack.us/congress/members/bill_johnson/412460,,Rep. Bill Johnson [R-OH6],,,N00032088,120649,"Johnson, Bill (Rep.) [R-OH6]",repbilljohnson,RepBillJohnson,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862718,436877,+,Yea,113830,S001187,3/24/65,62320,Steve,male,Male,412461,Stivers,https://www.govtrack.us/congress/members/steve_stivers/412461,,Rep. Steve Stivers [R-OH15],,,N00029574,45333,"Stivers, Steve (Rep.) [R-OH15]",RepSteveStivers,RepSteveStivers,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862682,436877,+,Yea,113830,R000586,12/3/58,62686,James,male,Male,412462,Renacci,https://www.govtrack.us/congress/members/james_renacci/412462,B.,Rep. James Renacci [R-OH16],,,N00031127,120678,"Renacci, James (Rep.) [R-OH16]",repjimrenacci,repjimrenacci,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862587,436877,+,Yea,113830,G000563,6/14/54,1033844,Bob,male,Male,412463,Gibbs,https://www.govtrack.us/congress/members/bob_gibbs/412463,,Rep. Bob Gibbs [R-OH7],,,N00031128,45466,"Gibbs, Bob (Rep.) [R-OH7]",repbobgibbs,RepBobGibbs,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862632,436877,+,Yea,113830,L000575,3/4/68,1033847,James,male,Male,412464,Lankford,https://www.govtrack.us/congress/members/james_lankford/412464,,Rep. James Lankford [R-OK5],,,N00031129,124938,"Lankford, James (Rep.) [R-OK5]",replankford,replankford,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862622,436877,+,Yea,113830,K000376,5/10/48,62696,Mike,male,Male,412465,Kelly,https://www.govtrack.us/congress/members/mike_kelly/412465,,Rep. Mike Kelly [R-PA3],,,N00031647,119463,"Kelly, Mike (Rep.) [R-PA3]",MikeKellyPA,repmikekelly,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862653,436877,+,Yea,113830,M001181,10/20/55,1033856,Patrick,male,Male,412466,Meehan,https://www.govtrack.us/congress/members/patrick_meehan/412466,,Rep. Patrick Meehan [R-PA7],,,N00031134,119474,"Meehan, Patrick (Rep.) [R-PA7]",repmeehan,repmeehan,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862641,436877,+,Yea,113830,M001179,8/15/52,95129,Tom,male,Male,412468,Marino,https://www.govtrack.us/congress/members/tom_marino/412468,,Rep. Tom Marino [R-PA10],,,N00031777,119478,"Marino, Tom (Rep.) [R-PA10]",RepTomMarino,RepMarino,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862523,436877,+,Yea,113830,B001269,1/28/56,29618,Lou,male,Male,412469,Barletta,https://www.govtrack.us/congress/members/lou_barletta/412469,,Rep. Lou Barletta [R-PA11],,,N00025495,47143,"Barletta, Lou (Rep.) [R-PA11]",RepLouBarletta,reploubarletta,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862775,436878,-,Nay,113830,C001084,7/15/61,1033865,David,male,Male,412470,Cicilline,https://www.govtrack.us/congress/members/david_cicilline/412470,N.,Rep. David Cicilline [D-RI1],,,N00032019,7349,"Cicilline, David (Rep.) [D-RI1]",repcicilline,RepDavidCicilline,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862570,436877,+,Yea,113830,D000615,1/7/66,62713,Jeff,male,Male,412472,Duncan,https://www.govtrack.us/congress/members/jeff_duncan/412472,,Rep. Jeff Duncan [R-SC3],,,N00030752,47967,"Duncan, Jeff (Rep.) [R-SC3]",RepJeffDuncan,congjeffduncan,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862592,436877,+,Yea,113830,G000566,8/22/64,9268950,Trey,male,Male,412473,Gowdy,https://www.govtrack.us/congress/members/trey_gowdy/412473,,Rep. Trey Gowdy [R-SC4],,,N00030880,121782,"Gowdy, Trey (Rep.) [R-SC4]",tgowdysc,TGowdySC,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862660,436877,+,Yea,113830,M001182,7/21/67,623510,Mick,male,Male,412474,Mulvaney,https://www.govtrack.us/congress/members/mick_mulvaney/412474,,Rep. Mick Mulvaney [R-SC5],,,N00031412,60348,"Mulvaney, Mick (Rep.) [R-SC5]",repmickmulvaney,RepMickMulvaney,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862663,436877,+,Yea,113830,N000184,11/30/71,62717,Kristi,female,Female,412475,Noem,https://www.govtrack.us/congress/members/kristi_noem/412475,L.,Rep. Kristi Noem [R-SD0],,,N00032022,58189,"Noem, Kristi (Rep.) [R-SD0]",repkristinoem,RepKristiNoem,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862576,436877,+,Yea,113830,F000459,10/11/62,95146,Charles,male,Male,412476,Fleischmann,https://www.govtrack.us/congress/members/charles_fleischmann/412476,J.,Rep. Charles â€œChuckâ€ù Fleischmann [R-TN3],,Chuck,N00030815,123456,"Fleischmann, Charles â€œChuckâ€ù (Rep.) [R-TN3]",RepChuck,repchuck,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862567,436877,+,Yea,113830,D000616,2/21/64,623287,Scott,male,Male,412477,DesJarlais,https://www.govtrack.us/congress/members/scott_desjarlais/412477,,Rep. Scott DesJarlais [R-TN4],,,N00030957,123473,"DesJarlais, Scott (Rep.) [R-TN4]",DesJarlaisTN04,ScottDesJarlaisTN04,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862530,436877,+,Yea,113830,B001273,1/16/51,9268964,Diane,female,Female,412478,Black,https://www.govtrack.us/congress/members/diane_black/412478,,Rep. Diane Black [R-TN6],,,N00031539,25292,"Black, Diane (Rep.) [R-TN6]",RepDianeBlack,RepDianeBlack,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862574,436877,+,Yea,113830,F000458,2/7/73,9268967,Stephen,male,Male,412479,Fincher,https://www.govtrack.us/congress/members/stephen_fincher/412479,Lee,Rep. Stephen Fincher [R-TN8],,,N00031141,124659,"Fincher, Stephen (Rep.) [R-TN8]",RepFincherTN08,CongressmanFincher,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862578,436877,+,Yea,113830,F000461,2/25/54,623540,Bill,male,Male,412480,Flores,https://www.govtrack.us/congress/members/bill_flores/412480,,Rep. Bill Flores [R-TX17],,,N00031545,116906,"Flores, Bill (Rep.) [R-TX17]",RepBillFlores,RepBillFlores,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862573,436877,+,Yea,113830,F000460,12/12/62,95180,Blake,male,Male,412482,Farenthold,https://www.govtrack.us/congress/members/blake_farenthold/412482,,Rep. Blake Farenthold [R-TX27],,,N00031672,116919,"Farenthold, Blake (Rep.) [R-TX27]",farenthold,BlakeFarenthold,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862685,436877,+,Yea,113830,R000589,5/28/60,9268996,E.,male,Male,412483,Rigell,https://www.govtrack.us/congress/members/scott_rigell/412483,Scott,Rep. Scott Rigell [R-VA2],,,N00030962,121807,"Rigell, Scott (Rep.) [R-VA2]",repscottrigell,RepScottRigell,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862614,436877,+,Yea,113830,H001060,6/16/69,623558,Robert,male,Male,412484,Hurt,https://www.govtrack.us/congress/members/robert_hurt/412484,,Rep. Robert Hurt [R-VA5],,,N00031265,50895,"Hurt, Robert (Rep.) [R-VA5]",RepRobertHurt,RepRobertHurt,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862597,436877,+,Yea,113830,G000568,3/15/58,62766,H.,male,Male,412485,Griffith,https://www.govtrack.us/congress/members/morgan_griffith/412485,Morgan,Rep. Morgan Griffith [R-VA9],,,N00032029,5148,"Griffith, Morgan (Rep.) [R-VA9]",RepMGriffith,RepMorganGriffith,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862607,436877,+,Yea,113830,H001056,11/3/78,95198,Jaime,female,Female,412486,Herrera Beutler,https://www.govtrack.us/congress/members/jaime_herrera_beutler/412486,,Rep. Jaime Herrera Beutler [R-WA3],,,N00031559,101907,"Herrera Beutler, Jaime (Rep.) [R-WA3]",herrerabeutler,RepHerreraBeutler,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862650,436877,+,Yea,113830,M001180,3/28/47,9269013,David,male,Male,412487,McKinley,https://www.govtrack.us/congress/members/david_mckinley/412487,B.,Rep. David McKinley [R-WV1],,,N00031681,117396,"McKinley, David (Rep.) [R-WV1]",RepMcKinley,RepDavidMcKinley,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862569,436877,+,Yea,113830,D000614,10/3/71,623570,Sean,male,Male,412488,Duffy,https://www.govtrack.us/congress/members/sean_duffy/412488,P.,Rep. Sean Duffy [R-WI7],,,N00030967,126238,"Duffy, Sean (Rep.) [R-WI7]",RepSeanDuffy,RepSeanDuffy,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862683,436877,+,Yea,113830,R000587,4/5/56,62776,Reid,male,Male,412489,Ribble,https://www.govtrack.us/congress/members/reid_ribble/412489,J.,Rep. Reid Ribble [R-WI8],,,N00030968,126240,"Ribble, Reid (Rep.) [R-WI8]",RepRibble,RepRibble,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862821,436878,-,Nay,113830,H001063,3/30/52,57805,Janice,female,Female,412498,Hahn,https://www.govtrack.us/congress/members/janice_hahn/412498,,Rep. Janice Hahn [D-CA44],,,N00006806,70502,"Hahn, Janice (Rep.) [D-CA44]",Rep_JaniceHahn,RepJaniceHahn,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862520,436877,+,Yea,113830,A000369,6/12/58,62817,Mark,male,Male,412500,Amodei,https://www.govtrack.us/congress/members/mark_amodei/412500,E.,Rep. Mark Amodei [R-NV2],,,N00031177,12537,"Amodei, Mark (Rep.) [R-NV2]",markamodeinv2,markamodeinv2,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862759,436878,-,Nay,113830,B001278,10/14/54,63966,Suzanne,female,Female,412501,Bonamici,https://www.govtrack.us/congress/members/suzanne_bonamici/412501,,Rep. Suzanne Bonamici [D-OR1],,,N00033474,59641,"Bonamici, Suzanne (Rep.) [D-OR1]",RepBonamici,RepSuzanneBonamici,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862750,436878,-,Nay,113830,B001279,8/25/45,31093,Ron,male,Male,412502,Barber,https://www.govtrack.us/congress/members/ron_barber/412502,,Rep. Ron Barber [D-AZ2],,,N00033981,137292,"Barber, Ron (Rep.) [D-AZ2]",RepRonBarber,RepRonBarber,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862642,436877,+,Yea,113830,M001184,1/13/71,79951,Thomas,male,Male,412503,Massie,https://www.govtrack.us/congress/members/thomas_massie/412503,,Rep. Thomas Massie [R-KY4],,,N00034041,132068,"Massie, Thomas (Rep.) [R-KY4]",RepThomasMassie,repthomasmassie,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
